pontoId,lat_pred,lon_pred
6055,-8.059006,-34.954887
5049,-8.059006,-34.954193
5328,-8.059006,-34.954693
4852,-8.059006,-34.954243
4510,-8.059006,-34.95478
80,-8.059006,-34.9548
5013,-8.059006,-34.954094
3298,-8.059006,-34.955147
3080,-8.059006,-34.95515
5953,-8.059006,-34.954872
6220,-8.059006,-34.954937
2111,-8.059006,-34.955303
5238,-8.059006,-34.955162
3853,-8.059006,-34.954983
4314,-8.059006,-34.954937
6506,-8.059006,-34.955013
5856,-8.059006,-34.954872
4377,-8.059006,-34.955223
4214,-8.059006,-34.954937
3311,-8.059006,-34.955147
6508,-8.059006,-34.955013
3256,-8.059006,-34.95503
3059,-8.059006,-34.955376
403,-8.059006,-34.95392
620,-8.059006,-34.955116
132,-8.059006,-34.9548
3470,-8.059006,-34.95505
5898,-8.059006,-34.955013
4583,-8.059006,-34.95449
1487,-8.059006,-34.954277
3424,-8.059006,-34.95505
4698,-8.059006,-34.95421
6115,-8.059006,-34.954987
2536,-8.059006,-34.95597
649,-8.059006,-34.954414
3010,-8.059006,-34.95586
2621,-8.059006,-34.956177
4993,-8.059006,-34.954094
4047,-8.059006,-34.955032
5081,-8.059006,-34.954685
2419,-8.059006,-34.956177
59,-8.059006,-34.9548
4843,-8.059006,-34.954243
5726,-8.059006,-34.954124
2478,-8.059006,-34.956177
5715,-8.059006,-34.954056
3637,-8.059006,-34.95505
2281,-8.059006,-34.95509
829,-8.059006,-34.95424
4908,-8.059006,-34.954205
2480,-8.059006,-34.956177
5244,-8.059006,-34.955162
3891,-8.059006,-34.954983
6521,-8.059006,-34.955013
5969,-8.059006,-34.954872
3805,-8.059006,-34.95526
3020,-8.059006,-34.955853
5826,-8.059006,-34.9541
5575,-8.059006,-34.95424
290,-8.059006,-34.9548
2392,-8.059006,-34.956177
4079,-8.059006,-34.955032
4205,-8.059006,-34.954937
1913,-8.059006,-34.955093
1378,-8.059006,-34.954277
3923,-8.059006,-34.95513
2856,-8.059006,-34.955856
3384,-8.059006,-34.95505
5133,-8.059006,-34.954685
5090,-8.059006,-34.954685
4136,-8.059006,-34.954903
6557,-8.059006,-34.955013
1625,-8.059006,-34.955185
452,-8.059006,-34.95392
3320,-8.059006,-34.955147
1999,-8.059006,-34.955276
2739,-8.059006,-34.956165
6001,-8.059006,-34.95489
787,-8.059006,-34.954414
4430,-8.059006,-34.95449
5319,-8.059006,-34.954815
1182,-8.059006,-34.95422
1345,-8.059006,-34.954277
6190,-8.059006,-34.954937
2723,-8.059006,-34.956177
1545,-8.059006,-34.954277
4259,-8.059006,-34.954937
4343,-8.059006,-34.954937
5929,-8.059006,-34.954872
2816,-8.059006,-34.955853
5977,-8.059006,-34.954872
2005,-8.059006,-34.955193
5450,-8.059006,-34.95443
3385,-8.059006,-34.95505
4874,-8.059006,-34.954243
2578,-8.059006,-34.956177
4404,-8.059006,-34.955223
1072,-8.059006,-34.95422
3907,-8.059006,-34.955223
1289,-8.059006,-34.954277
5510,-8.059006,-34.953934
2255,-8.059006,-34.95511
6203,-8.059006,-34.954937
5223,-8.059006,-34.954685
414,-8.059006,-34.95421
6509,-8.059006,-34.955013
3438,-8.059006,-34.95505
1106,-8.059006,-34.95422
3600,-8.059006,-34.95505
1113,-8.059006,-34.95422
3110,-8.059006,-34.955376
3867,-8.059006,-34.954983
1548,-8.059006,-34.954277
108,-8.059006,-34.9548
3472,-8.059006,-34.95505
187,-8.059006,-34.9548
1561,-8.059006,-34.954277
4788,-8.059006,-34.954258
1261,-8.059006,-34.95422
112,-8.059006,-34.9548
3089,-8.059006,-34.95515
2428,-8.059006,-34.956177
6453,-8.059006,-34.955013
2415,-8.059006,-34.956177
4819,-8.059006,-34.95425
5841,-8.059006,-34.9541
2234,-8.059006,-34.954994
4424,-8.059006,-34.955223
5863,-8.059006,-34.954872
1177,-8.059006,-34.95422
1361,-8.059006,-34.954277
4758,-8.059006,-34.954205
6009,-8.059006,-34.95489
6606,-8.059006,-34.955013
719,-8.059006,-34.954414
1481,-8.059006,-34.954277
3081,-8.059006,-34.95515
4983,-8.059006,-34.954094
2362,-8.059006,-34.956177
3062,-8.059006,-34.95515
3156,-8.059006,-34.955376
6280,-8.059006,-34.954937
62,-8.059006,-34.9548
2244,-8.059006,-34.95511
1380,-8.059006,-34.954277
2006,-8.059006,-34.955093
1510,-8.059006,-34.954277
5643,-8.059006,-34.954063
3114,-8.059006,-34.955376
5386,-8.059006,-34.95481
5879,-8.059006,-34.955013
526,-8.059006,-34.95467
6344,-8.059006,-34.954937
1667,-8.059006,-34.954994
2854,-8.059006,-34.955856
4258,-8.059006,-34.954937
1981,-8.059006,-34.9558
1773,-8.059006,-34.95532
1327,-8.059006,-34.954277
4225,-8.059006,-34.954937
4689,-8.059006,-34.9542
2908,-8.059006,-34.95592
2269,-8.059006,-34.95511
6151,-8.059006,-34.954937
2917,-8.059006,-34.95592
5072,-8.059006,-34.954685
3168,-8.059006,-34.955376
4274,-8.059006,-34.954937
557,-8.059006,-34.955116
6399,-8.059006,-34.955013
4893,-8.059006,-34.95418
2240,-8.059006,-34.95511
4683,-8.059006,-34.9542
886,-8.059006,-34.95424
1021,-8.059006,-34.95415
5992,-8.059006,-34.95489
2891,-8.059006,-34.95592
4168,-8.059006,-34.954903
3681,-8.059006,-34.955257
4419,-8.059006,-34.955223
2767,-8.059006,-34.956165
5900,-8.059006,-34.955013
5511,-8.059006,-34.953934
584,-8.059006,-34.95529
5126,-8.059006,-34.954685
4781,-8.059006,-34.954258
642,-8.059006,-34.954674
2600,-8.059006,-34.956177
6395,-8.059006,-34.955013
2581,-8.059006,-34.956177
5978,-8.059006,-34.954872
5139,-8.059006,-34.954685
2042,-8.059006,-34.955296
1284,-8.059006,-34.954277
4460,-8.059006,-34.954266
315,-8.059006,-34.954792
4191,-8.059006,-34.954937
5010,-8.059006,-34.954094
6057,-8.059006,-34.954887
5074,-8.059006,-34.954685
